thisRow.t,notes,setup.started,setup.stopped,instr_1_text.started,instr_1_text_text.started,instr_1_text.stopped,instr_1_text_key.keys,instr_1_text_key.rt,instr_1_text_key.duration,instr_1_schema.started,instr_1_schema_image.started,textinstr_1_schema_text.started,instr_1_schema_key.started,instr_1_schema.stopped,instr_1_schema_key.keys,instr_1_schema_key.rt,instr_1_schema_key.duration,instr_2_CON.started,instr_2_CON_image.started,instr_2_CON_text.started,instr_2_CON_key.started,instr_2_CON.stopped,instr_2_CON_key.keys,instr_2_CON_key.rt,instr_2_CON_key.duration,instr_2_ABS.started,instr_2_ABS_image.started,instr_2_ABS_text.started,instr_2_ABS_key.started,participant,run,date,expName,psychopyVersion,frameRate,expStart,
,,1.0503798999999958,1.0510848000000124,1.0511121999999773,1.1678784000000064,2.418207699999982,space,1.2431783999999766,None,,,,,,,,,,,,,,,,,,,,,pilot01  ,1,2026-01-08_03h20.40.279,auditory_semantic_1back_pilot,2023.2.3,59.72727332455902,2026-01-08 03h21.42.464041 +0100,
,,,,,,,,,,2.4182629999999676,2.4496548999999845,2.4496548999999845,2.4496548999999845,3.418261799999982,space,0.9558349000000135,None,,,,,,,,,,,,,pilot01  ,1,2026-01-08_03h20.40.279,auditory_semantic_1back_pilot,2023.2.3,59.72727332455902,2026-01-08 03h21.42.464041 +0100,
,,,,,,,,,,,,,,,,,,3.4182963000000086,3.4337120999999797,3.4337120999999797,3.4337120999999797,5.0185546999999815,space,1.583371800000009,None,,,,,pilot01  ,1,2026-01-08_03h20.40.279,auditory_semantic_1back_pilot,2023.2.3,59.72727332455902,2026-01-08 03h21.42.464041 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.018591000000015,5.033503399999972,5.033503399999972,5.033503399999972,,,,,,,,
