thisRow.t,notes,setup.started,setup.stopped,instr_1_text.started,instr_1_text_text.started,instr_1_text.stopped,instr_1_text_key.keys,instr_1_text_key.rt,instr_1_text_key.duration,instr_1_schema.started,instr_1_schema_image.started,textinstr_1_schema_text.started,instr_1_schema_key.started,participant,run,date,expName,psychopyVersion,frameRate,expStart,
,,3.527446999999995,3.528261399999991,3.5282862999999907,3.85232400000001,7.993664499999994,space,4.132409700000011,None,,,,,pilot01,1,2026-01-08_03h18.15.573,auditory_semantic_1back_pilot,2023.2.3,59.98659899378929,2026-01-08 03h18.33.879521 +0100,
,,,,,,,,,,7.993699800000002,8.0237755,8.0237755,8.0237755,,,,,,,,
