block_type,word,condition,run,stimFile,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,setup.started,setup.stopped,instr_1_text.started,instr_1_text_text.started,instr_1_text.stopped,instr_1_text_key.keys,instr_1_text_key.rt,instr_1_text_key.duration,instr_1_schema.started,instr_1_schema_image.started,textinstr_1_schema_text.started,instr_1_schema_key.started,instr_1_schema.stopped,instr_1_schema_key.keys,instr_1_schema_key.rt,instr_1_schema_key.duration,instr_2_CON.started,instr_2_CON_image.started,instr_2_CON_text.started,instr_2_CON_key.started,instr_2_CON.stopped,instr_2_CON_key.keys,instr_2_CON_key.rt,instr_2_CON_key.duration,instr_2_ABS.started,instr_2_ABS_image.started,instr_2_ABS_text.started,instr_2_ABS_key.started,instr_2_ABS.stopped,instr_2_ABS_key.keys,instr_2_ABS_key.rt,instr_2_ABS_key.duration,instr_2_BASE.started,instr_2_BASE_image.started,instr_2_BASE_text.started,instr_2_BASE_key.started,instr_2_BASE.stopped,instr_2_BASE_key.keys,instr_2_BASE_key.rt,instr_2_BASE_key.duration,instr_3.started,instr_3_text.started,instr_3_key.started,instr_3.stopped,instr_3_key.keys,instr_3_key.rt,instr_3_key.duration,wait_for_trigger.started,trigger_key.started,wait_text.started,wait_for_trigger.stopped,trigger_key.keys,trigger_key.rt,trigger_key.duration,baseline_fixation.started,fix_text.started,baseline_fixation.stopped,block_start.started,block_instr_text.started,block_instr_text.stopped,block_start.stopped,block_onset,trial.started,trial_onset,trial_index1,is_first_in_block,stim_file_used,resp_prompt_text,fixation.started,stim_sound.started,fixation.stopped,resp_prompt.started,resp.started,resp_prompt.stopped,resp.stopped,trial.stopped,resp.keys,participant,run,date,expName,psychopyVersion,frameRate,expStart,
BASE,<BASELINE>,BASE,1,resources/audio/base_run1_014.wav,0,0,0,0,0,13,13,13,60.88046829999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.700000023509347e-06,60.8487164,44.84691329999998,14,0,resources/audio/base_run1_014.wav,DOWOLNY PRZYCISK,60.88046829999996,0.026418299999988903,62.36271479999999,62.36271479999999,62.36271479999999,63.87488350000001,63.87488350000001,63.8469412,None,pilot01,1,2026-01-08_03h22.23.440,auditory_semantic_1back_pilot,2023.2.3,59.8340562284478,2026-01-08 03h22.36.022185 +0100,
BASE,<BASELINE>,BASE,1,resources/audio/base_run1_015.wav,0,0,0,0,0,14,14,14,63.87488350000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.700000023509347e-06,63.8474908,47.845687999999996,15,0,resources/audio/base_run1_015.wav,DOWOLNY PRZYCISK,63.87488350000001,0.0227193999999713,65.36247709999998,65.36247709999998,65.36247709999998,66.8696885,66.8696885,66.84655379999998,None,pilot01,1,2026-01-08_03h22.23.440,auditory_semantic_1back_pilot,2023.2.3,59.8340562284478,2026-01-08 03h22.36.022185 +0100,
BASE,<BASELINE>,BASE,1,resources/audio/base_run1_016.wav,0,0,0,0,0,15,15,15,66.8696885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.700000023509347e-06,66.84709809999998,50.84529900000001,16,0,resources/audio/base_run1_016.wav,DOWOLNY PRZYCISK,66.8696885,0.017239100000040253,68.3624479,68.3624479,68.3624479,69.87172269999996,69.87172269999996,69.8321957,None,pilot01,1,2026-01-08_03h22.23.440,auditory_semantic_1back_pilot,2023.2.3,59.8340562284478,2026-01-08 03h22.36.022185 +0100,
BASE,<BASELINE>,BASE,1,resources/audio/base_run1_017.wav,0,0,0,0,0,16,16,16,69.87172269999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.700000023509347e-06,69.8331584,53.83136639999998,17,0,resources/audio/base_run1_017.wav,DOWOLNY PRZYCISK,69.87172269999996,0.03250239999999849,71.34656279999996,71.34656279999996,71.34656279999996,72.85286429999996,72.85286429999996,72.82986189999997,None,pilot01,1,2026-01-08_03h22.23.440,auditory_semantic_1back_pilot,2023.2.3,59.8340562284478,2026-01-08 03h22.36.022185 +0100,
BASE,<BASELINE>,BASE,1,resources/audio/base_run1_018.wav,0,0,0,0,0,17,17,17,72.85286429999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.700000023509347e-06,72.8304407,56.82864760000001,18,0,resources/audio/base_run1_018.wav,DOWOLNY PRZYCISK,72.85286429999996,0.017365199999971992,74.3296216,74.3296216,74.3296216,75.84138429999996,75.84138429999996,75.81342289999998,None,pilot01,1,2026-01-08_03h22.23.440,auditory_semantic_1back_pilot,2023.2.3,59.8340562284478,2026-01-08 03h22.36.022185 +0100,
BASE,<BASELINE>,BASE,1,resources/audio/base_run1_019.wav,0,0,0,0,0,18,18,18,75.84138429999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.700000023509347e-06,75.8138659,59.81205829999999,19,0,resources/audio/base_run1_019.wav,DOWOLNY PRZYCISK,75.84138429999996,0.022293199999978697,77.31254229999996,77.31254229999996,77.31254229999996,78.8235027,78.8235027,78.79741429999996,None,pilot01,1,2026-01-08_03h22.23.440,auditory_semantic_1back_pilot,2023.2.3,59.8340562284478,2026-01-08 03h22.36.022185 +0100,
BASE,<BASELINE>,BASE,1,resources/audio/base_run1_020.wav,0,0,0,0,0,19,19,19,78.8235027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.700000023509347e-06,78.79781809999997,62.79601120000001,20,0,resources/audio/base_run1_020.wav,DOWOLNY PRZYCISK,78.8235027,0.02091930000000275,80.29642379999996,80.29642379999996,80.29642379999996,81.82245639999996,81.82245639999996,81.79659519999996,None,pilot01,1,2026-01-08_03h22.23.440,auditory_semantic_1back_pilot,2023.2.3,59.8340562284478,2026-01-08 03h22.36.022185 +0100,
BASE,<BASELINE>,BASE,1,resources/audio/base_run1_021.wav,0,0,0,0,0,20,20,20,81.82245639999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.700000023509347e-06,81.79699219999998,65.79518510000003,21,0,resources/audio/base_run1_021.wav,DOWOLNY PRZYCISK,81.82245639999996,0.020687500000008185,83.29627099999999,83.29627099999999,83.29627099999999,84.80579409999996,84.80579409999996,84.78039999999999,None,pilot01,1,2026-01-08_03h22.23.440,auditory_semantic_1back_pilot,2023.2.3,59.8340562284478,2026-01-08 03h22.36.022185 +0100,
BASE,<BASELINE>,BASE,1,resources/audio/base_run1_022.wav,0,0,0,0,0,21,21,21,84.80579409999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.700000023509347e-06,84.78084889999997,68.77904569999998,22,0,resources/audio/base_run1_022.wav,DOWOLNY PRZYCISK,84.80579409999996,0.01994459999997389,86.280147,86.280147,86.280147,87.79225229999997,87.79225229999997,87.76415149999997,None,pilot01,1,2026-01-08_03h22.23.440,auditory_semantic_1back_pilot,2023.2.3,59.8340562284478,2026-01-08 03h22.36.022185 +0100,
BASE,<BASELINE>,BASE,1,resources/audio/base_run1_023.wav,0,0,0,0,0,22,22,22,87.79225229999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.700000023509347e-06,87.76465099999996,71.76284579999998,23,0,resources/audio/base_run1_023.wav,DOWOLNY PRZYCISK,87.79225229999997,0.02291739999998299,89.27959949999996,89.27959949999996,89.27959949999996,90.78424109999997,90.78424109999997,90.76355269999999,None,pilot01,1,2026-01-08_03h22.23.440,auditory_semantic_1back_pilot,2023.2.3,59.8340562284478,2026-01-08 03h22.36.022185 +0100,
