thisRow.t,notes,setup.started,setup.stopped,instr_1_text.started,instr_1_text_text.started,instr_1_text.stopped,instr_1_text_key.keys,instr_1_text_key.rt,instr_1_text_key.duration,instr_1_schema.started,instr_1_schema_image.started,textinstr_1_schema_text.started,instr_1_schema_key.started,instr_1_schema.stopped,instr_1_schema_key.keys,instr_1_schema_key.rt,instr_1_schema_key.duration,instr_2_CON.started,instr_2_CON_image.started,instr_2_CON_text.started,instr_2_CON_key.started,instr_2_CON.stopped,instr_2_CON_key.keys,instr_2_CON_key.rt,instr_2_CON_key.duration,instr_2_ABS.started,instr_2_ABS_image.started,instr_2_ABS_text.started,instr_2_ABS_key.started,instr_2_ABS.stopped,instr_2_ABS_key.keys,instr_2_ABS_key.rt,instr_2_ABS_key.duration,instr_2_BASE.started,instr_2_BASE_image.started,instr_2_BASE_text.started,instr_2_BASE_key.started,instr_2_BASE.stopped,instr_2_BASE_key.keys,instr_2_BASE_key.rt,instr_2_BASE_key.duration,instr_3.started,instr_3_text.started,instr_3_key.started,participant,run,date,expName,psychopyVersion,frameRate,expStart,
,,1.1300073999999825,1.1306664999999896,1.1306963999999766,1.2431213999999784,18.019753099999974,space,16.770086400000025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot01,1,2026-01-08_03h19.39.893,auditory_semantic_1back_pilot,2023.2.3,59.8631050513664,2026-01-08 03h19.58.957782 +0100,
,,,,,,,,,,18.01979209999999,18.05066789999998,18.05066789999998,18.05066789999998,19.572137999999967,space,1.5189759000000436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot01,1,2026-01-08_03h19.39.893,auditory_semantic_1back_pilot,2023.2.3,59.8631050513664,2026-01-08 03h19.58.957782 +0100,
,,,,,,,,,,,,,,,,,,19.572203799999983,19.5860026,19.5860026,19.5860026,23.30406339999999,space,3.7083432000000016,None,,,,,,,,,,,,,,,,,,,,pilot01,1,2026-01-08_03h19.39.893,auditory_semantic_1back_pilot,2023.2.3,59.8631050513664,2026-01-08 03h19.58.957782 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,23.3041226,23.318957299999994,23.318957299999994,23.318957299999994,25.48714979999997,space,2.1660911999999826,None,,,,,,,,,,,,pilot01,1,2026-01-08_03h19.39.893,auditory_semantic_1back_pilot,2023.2.3,59.8631050513664,2026-01-08 03h19.58.957782 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.487190400000003,25.501734099999993,25.501734099999993,25.501734099999993,29.587390699999986,space,4.0792026000000305,None,,,,pilot01,1,2026-01-08_03h19.39.893,auditory_semantic_1back_pilot,2023.2.3,59.8631050513664,2026-01-08 03h19.58.957782 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.587439699999976,29.602160399999974,29.602160399999974,,,,,,,,
